"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","SECTOR","Economic sector (ISIC rev.4) ","SIZE","Employment size range","TIME","Year","Value","Flag Codes","Flags"
"3","Small regions (TL3)","DE402","Cottbus, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.73,,
"3","Small regions (TL3)","DE402","Cottbus, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",29.78,,
"3","Small regions (TL3)","DE402","Cottbus, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",29.44,,
"3","Small regions (TL3)","DE407","Elbe-Elster","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",22.34,,
"3","Small regions (TL3)","DE407","Elbe-Elster","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",22.22,,
"3","Small regions (TL3)","DE407","Elbe-Elster","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",19.85,,
"3","Small regions (TL3)","DE40A","Oberhavel","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",29.43,,
"3","Small regions (TL3)","DE40B","Oberspreewald-Lausitz","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.52,,
"3","Small regions (TL3)","DE40B","Oberspreewald-Lausitz","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",23.86,,
"3","Small regions (TL3)","DE40E","Potsdam-Mittelmark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.78,,
"3","Small regions (TL3)","DE40E","Potsdam-Mittelmark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",28.48,,
"3","Small regions (TL3)","DE40E","Potsdam-Mittelmark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.01,,
"3","Small regions (TL3)","DE40H","Teltow-Fläming","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",30.25,,
"3","Small regions (TL3)","DE40I","Uckermark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",28.04,,
"3","Small regions (TL3)","DE40I","Uckermark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",29.06,,
"3","Small regions (TL3)","DE40I","Uckermark","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.02,,
"3","Small regions (TL3)","DE502","Bremerhaven, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",54.65,,
"3","Small regions (TL3)","DE502","Bremerhaven, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",52.84,,
"3","Small regions (TL3)","DE71A","Main-Taunus-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",39.84,,
"3","Small regions (TL3)","DE71A","Main-Taunus-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",43.81,,
"3","Small regions (TL3)","DE71B","Odenwaldkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",44.09,,
"3","Small regions (TL3)","DE71C","Offenbach, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",45.59,,
"3","Small regions (TL3)","DE71C","Offenbach, Landkreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",47.51,,
"3","Small regions (TL3)","DE71D","Rheingau-Taunus-Kreis","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",39.36,,
"3","Small regions (TL3)","DE724","Marburg-Biedenkopf","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",50.34,,
"3","Small regions (TL3)","DE724","Marburg-Biedenkopf","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",43.06,,
"3","Small regions (TL3)","DE736","Waldeck-Frankenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.05,,
"3","Small regions (TL3)","DE736","Waldeck-Frankenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",29.17,,
"3","Small regions (TL3)","DE803","Rostock, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",40.82,,
"3","Small regions (TL3)","DE803","Rostock, Kreisfreie Stadt","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",45.9,,
"3","Small regions (TL3)","DE80N","Vorpommern-Greifswald","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",26.72,,
"3","Small regions (TL3)","DE914","Gifhorn","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",37.54,,
"3","Small regions (TL3)","DE927","Nienburg (Weser)","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",25.61,,
"3","Small regions (TL3)","DE927","Nienburg (Weser)","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",27.07,,
"3","Small regions (TL3)","DE934","Lüchow-Dannenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",27.54,,
"3","Small regions (TL3)","DE934","Lüchow-Dannenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2013","2013",25.97,,
"3","Small regions (TL3)","DE934","Lüchow-Dannenberg","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2014","2014",28.84,,
"3","Small regions (TL3)","DE93A","Uelzen","ESTAB_CHURN_RA","Churn rate (births plus deaths in % of establishments - same sector, same size class)","B-S_X_K642","Total economy - aggregate 3 (industry, construction and services exc. insurance activities of holding companies)","TOTAL","Total","2012","2012",31.63,,
